Topic ID,Topic Probability,Topic Words
6,0.41703287,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
2,0.65887636,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
3,0.81377834,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
0,0.9606628,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
2,0.80181295,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
1,0.492528,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
4,0.9913216,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
2,0.4347204,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
5,0.60948926,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
7,0.7258629,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.7937337,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.44093597,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.4080282,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.66988844,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
5,0.46678033,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
4,0.93674535,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.8944414,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
6,0.9149084,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
1,0.69293797,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
5,0.9995863,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
6,0.59607005,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
1,0.5207385,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.85714054,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
5,0.53809136,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
3,0.9616322,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
2,0.6217563,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.46068367,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
5,0.7358128,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
6,0.7051441,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
3,0.6194611,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
7,0.4977147,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
2,0.68242687,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.4588511,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.7850997,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.708579,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
2,0.7500135,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
4,0.4316539,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
0,0.9944952,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.9105595,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.99456036,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.8590243,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.9986992,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.7405857,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
2,0.39901254,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
1,0.51074356,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.5034394,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.56229824,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
2,0.350159,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
7,0.9811227,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.5770771,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
3,0.5300211,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
7,0.60716254,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.9924477,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
0,0.95584893,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.5719582,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.99526906,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.9151262,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.88242966,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
7,0.97588336,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
0,0.99737054,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.93872076,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.99949723,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
1,0.93866485,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.8334345,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.35095716,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.4690051,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.91263074,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
4,0.8164617,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
1,0.69518983,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.90511537,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
4,0.9223709,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.7793312,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.47914737,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.6378714,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.4723476,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.48505694,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.66247404,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
0,0.814388,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.5952765,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
2,0.32365102,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.5072851,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.36947098,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.99539036,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
2,0.58308035,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.6705276,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.80856466,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.76036674,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.49935192,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.4430603,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
7,0.6825033,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.9546596,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
0,0.9845534,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.97235084,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.9995219,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.59737265,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
4,0.52806973,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.98651886,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.50669473,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
2,0.39362973,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
4,0.51681346,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.65431154,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.7135575,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.46124586,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.6907822,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.7572225,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
3,0.34212062,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
6,0.50967896,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
5,0.92545515,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
5,0.7778952,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
6,0.890499,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
6,0.5357474,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
1,0.55182326,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.70571077,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
6,0.47459167,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
2,0.55511254,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
6,0.3402684,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
6,0.55948335,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
3,0.5188278,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
0,0.9777221,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
1,0.37584037,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
2,0.4866127,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.9846384,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
1,0.6135264,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.49104974,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.69969004,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.81505024,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
5,0.45122278,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
0,0.9833048,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
5,0.71540225,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
0,0.99795437,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.46892038,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
2,0.645523,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.44155768,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.79801863,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.67706084,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
1,0.5383552,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.99754375,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.9989334,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.99896103,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
7,0.48040453,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.24125287,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.54975927,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
2,0.52785003,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
7,0.99895066,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.5040911,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.32685223,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.57111853,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
2,0.5873124,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
6,0.98957074,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
1,0.49418825,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
6,0.5923225,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
6,0.80518115,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
2,0.31489372,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.71593404,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
